,rain_mm
293369,0.0
293370,0.0
293371,0.0
293372,0.0
293373,0.0
293374,0.0
293375,0.0
293376,43.0
293377,62.0
293378,0.0
293379,0.0
293380,4.0
293381,0.0
293382,0.0
293383,48.0
293384,5.0
293385,37.0
293386,0.0
293387,0.0
293388,0.0
293389,0.0
293390,0.0
293391,35.0
293392,0.0
293393,58.0
293394,0.0
293395,0.0
293396,82.0
293397,0.0
293398,0.0
293399,2.0
293400,19.0
293401,1.0
293402,3.0
293403,2.0
293404,27.0
293405,90.0
293406,46.0
293407,15.0
293408,0.0
293409,0.0
293410,1.0
293411,12.0
293412,39.0
293413,66.0
293414,30.0
293415,18.0
293416,0.0
293417,0.0
293418,0.0
293419,5.0
293420,0.0
293421,1.0
293422,0.0
293423,31.0
293424,0.0
293425,10.0
293426,8.0
293427,15.0
293428,0.0
293429,0.0
293430,0.0
293431,16.0
293432,30.0
293433,0.0
293434,0.0
293435,10.0
293436,0.0
293437,6.0
293438,3.0
293439,0.0
293440,0.0
293441,0.0
293442,38.0
293443,0.0
293444,0.0
293445,0.0
293446,0.0
293447,0.0
293448,0.0
293449,0.0
293450,0.0
293451,0.0
293452,0.0
293453,61.0
293454,6.0
293455,0.0
293456,0.0
293457,0.0
293458,0.0
293459,56.0
293460,0.0
293461,25.0
293462,1.0
293463,0.0
293464,23.0
293465,0.0
293466,0.0
293467,0.0
293468,0.0
293469,0.0
293470,0.0
293471,0.0
293472,13.0
293473,0.0
293474,0.0
293475,17.0
293476,116.0
293477,0.0
293478,0.0
293479,0.0
293480,85.0
293481,0.0
293482,5.0
293483,10.0
293484,81.0
293485,1.0
293486,0.0
293487,0.0
293488,0.0
293489,0.0
293490,0.0
293491,0.0
293492,0.0
293493,0.0
293494,0.0
293495,5.0
293496,0.0
293497,0.0
293498,93.0
293499,60.0
293500,130.0
293501,0.0
293502,0.0
293503,0.0
293504,0.0
293505,0.0
293506,0.0
293507,0.0
293508,0.0
293509,0.0
293510,0.0
293511,0.0
293512,5.0
293513,2.0
293514,0.0
293515,0.0
293516,0.0
293517,14.0
293518,3.0
293521,0.0
293522,1.0
293525,33.0
293526,15.0
293529,6.0
293530,6.0
293547,42.0
293548,0.0
293549,0.0
293550,0.0
293551,0.0
293552,0.0
293553,0.0
293554,0.0
293555,0.0
293556,2.0
293557,0.0
293558,0.0
293559,0.0
293560,0.0
293561,1.0
293562,102.0
293563,34.0
293564,0.0
293565,7.0
293566,2.0
293567,0.0
293568,0.0
293569,0.0
293570,0.0
293571,0.0
293572,20.0
293573,123.0
293574,0.0
293575,0.0
293576,5.0
293577,0.0
293578,0.0
293579,2.0
293580,64.0
293581,0.0
293582,0.0
293583,20.0
293584,0.0
293585,1.0
293586,105.0
293587,0.0
293588,17.0
293589,0.0
293590,11.0
293591,0.0
293592,0.0
293593,2.0
293594,4.0
293595,0.0
293596,0.0
293597,0.0
293598,0.0
293599,5.0
293600,85.0
293601,5.0
293602,0.0
293603,0.0
293604,0.0
293605,0.0
293606,0.0
293607,0.0
293608,0.0
293609,0.0
293610,2.0
293611,5.0
293612,0.0
293613,0.0
293614,28.0
293615,0.0
293616,0.0
293617,0.0
293618,0.0
293619,0.0
293620,0.0
293621,2.0
293622,0.0
293623,0.0
293624,0.0
293625,0.0
293626,0.0
293627,0.0
293628,0.0
293629,0.0
293630,0.0
293631,0.0
293632,0.0
293633,0.0
293634,70.0
293635,0.0
293636,0.0
293637,0.0
293638,0.0
293639,0.0
293640,0.0
293641,0.0
293642,75.0
293643,0.0
293644,80.0
293645,4.0
293646,0.0
293647,0.0
293648,0.0
293649,0.0
293650,0.0
293651,0.0
293652,0.0
293653,0.0
293654,0.0
293655,0.0
293656,0.0
293657,0.0
293658,0.0
293659,0.0
293660,0.0
293661,17.0
293662,0.0
293663,0.0
293664,8.0
293665,2.0
293666,0.0
293667,5.0
293668,0.0
293669,0.0
293670,4.0
293671,0.0
293672,0.0
293673,0.0
293674,0.0
293675,0.0
293676,0.0
293677,0.0
293678,0.0
293679,0.0
293680,17.0
293681,24.0
293682,0.0
293683,0.0
293684,54.0
293685,0.0
293686,0.0
293687,29.0
293688,0.0
293689,0.0
293690,0.0
293691,2.0
293692,24.0
293693,0.0
293694,0.0
293695,0.0
293696,10.0
293697,5.0
293698,0.0
293699,0.0
293700,0.0
293701,0.0
293702,0.0
293703,0.0
293704,35.0
293705,13.0
293706,0.0
293707,0.0
293708,0.0
293709,0.0
293710,100.0
293711,0.0
293712,2.0
293713,18.0
293714,30.0
293715,2.0
293716,0.0
293717,42.0
293718,10.0
293719,0.0
293720,5.0
293721,72.0
293722,0.0
293723,0.0
293724,14.0
293725,7.0
293726,0.0
293727,37.0
293728,10.0
293729,0.0
293730,0.0
293731,0.0
293732,0.0
293733,1.0
293734,0.0
293735,0.0
293736,9.0
293737,0.0
293738,2.0
293739,0.0
293740,45.0
293741,0.0
293742,0.0
293743,2.0
293744,87.0
293745,4.0
293746,0.0
293747,0.0
293748,0.0
293749,0.0
293750,0.0
293751,0.0
293752,150.0
293753,90.0
293754,0.0
293755,0.0
293756,0.0
293757,0.0
293758,0.0
293759,0.0
293760,0.0
293761,0.0
293762,0.0
293763,0.0
293764,0.0
293765,0.0
293766,0.0
293767,0.0
293768,0.0
293769,0.0
293770,0.0
293771,0.0
293772,0.0
293773,0.0
293774,0.0
293775,0.0
293776,0.0
293777,0.0
293778,0.0
293779,0.0
293780,5.0
293781,35.0
293782,2.0
293783,0.0
293784,0.0
293785,0.0
293786,0.0
293787,0.0
293788,0.0
293789,0.0
293790,0.0
293791,0.0
293792,0.0
293793,0.0
293794,0.0
293795,0.0
293796,0.0
293797,0.0
293798,0.0
293799,3.0
293800,105.0
293801,0.0
293802,0.0
293803,0.0
293804,0.0
293805,0.0
293806,2.0
293807,0.0
293808,20.0
293809,28.0
293810,5.0
293811,0.0
293812,0.0
293813,96.0
293814,35.0
293815,0.0
293816,0.0
293817,0.0
293818,0.0
293819,0.0
293820,0.0
293821,0.0
293822,0.0
293823,20.0
293824,0.0
293825,0.0
293826,0.0
293827,0.0
293828,0.0
293829,0.0
293830,4.0
293831,0.0
293832,0.0
293833,0.0
293834,0.0
293835,10.0
293836,4.0
293837,0.0
293838,0.0
293839,0.0
293840,63.0
293841,0.0
293842,0.0
293843,0.0
293844,26.0
293845,0.0
293846,24.0
293847,3.0
293848,4.0
293849,20.0
293850,6.0
293851,0.0
293852,0.0
293853,19.0
293854,0.0
293855,0.0
293856,0.0
293857,0.0
293858,0.0
293859,0.0
293860,0.0
293861,0.0
293862,0.0
293863,0.0
293864,0.0
293865,0.0
293866,0.0
293867,0.0
293868,70.0
293869,0.0
293870,0.0
293871,0.0
293872,8.0
293873,0.0
293874,2.0
293875,0.0
293876,15.0
293877,0.0
293878,0.0
293879,0.0
293880,0.0
293881,0.0
293882,0.0
293883,32.0
293884,5.0
293885,0.0
293886,0.0
293887,13.0
293888,0.0
293889,0.0
293890,0.0
293891,0.0
293892,0.0
293893,0.0
293894,178.0
293895,324.0
293896,318.0
293897,0.0
293898,0.0
293899,0.0
293900,0.0
293901,12.0
293902,0.0
293903,30.0
293904,0.0
293905,0.0
293906,0.0
293907,0.0
293908,0.0
293909,0.0
293910,17.0
293911,0.0
293912,0.0
293913,0.0
293914,0.0
293915,0.0
293916,0.0
293917,1.0
293918,0.0
293919,18.0
293920,0.0
293921,0.0
293922,5.0
293923,0.0
293924,1.0
293925,10.0
293926,5.0
293927,0.0
293928,0.0
293929,0.0
293930,0.0
293931,0.0
293932,225.0
293933,8.0
293934,0.0
293935,0.0
293936,12.0
293937,5.0
293938,0.0
293939,0.0
293940,0.0
293941,0.0
293942,0.0
293943,0.0
293944,0.0
293945,0.0
293946,0.0
293947,0.0
293948,26.0
293949,3.0
293950,0.0
293951,0.0
293952,96.0
293953,16.0
293954,0.0
293955,0.0
293956,0.0
293957,0.0
293958,16.0
293959,15.0
293960,3.0
293961,0.0
293962,0.0
293964,55.0
293965,1.0
293966,4.0
293967,0.0
293968,0.0
293969,39.0
293970,65.0
293971,0.0
293972,275.0
293973,0.0
293974,0.0
293975,0.0
293976,0.0
293977,0.0
293978,0.0
293979,0.0
293980,4.0
293981,49.0
293982,0.0
293983,0.0
293984,109.0
293985,0.0
293986,0.0
293987,0.0
293988,0.0
293989,0.0
293990,0.0
293991,14.0
293992,0.0
293993,0.0
293994,0.0
293995,0.0
293996,0.0
293997,19.0
293998,2.0
293999,0.0
294000,75.0
294001,0.0
294002,0.0
294003,0.0
294004,93.0
294005,47.0
294006,0.0
294007,6.0
294008,0.0
294009,0.0
294010,55.0
294011,17.0
294012,4.0
294013,0.0
294014,0.0
294015,1.0
294016,2.0
294017,22.0
294018,4.0
294019,53.0
294020,12.0
294021,0.0
294022,0.0
294023,0.0
294024,0.0
294025,4.0
294026,15.0
294027,0.0
294028,0.0
294029,0.0
294030,0.0
294031,0.0
294032,20.0
294033,0.0
294034,0.0
294035,0.0
294036,0.0
294037,0.0
294038,0.0
294039,30.0
294040,0.0
294041,0.0
294042,88.0
294043,66.0
294044,0.0
294045,0.0
294046,0.0
294047,0.0
294048,15.0
294049,0.0
294050,45.0
294051,0.0
294052,0.0
294053,0.0
294054,0.0
294055,5.0
294056,85.0
294057,31.0
294058,0.0
294059,0.0
294060,5.0
294061,39.0
294062,0.0
294063,5.0
294064,0.0
294065,14.0
294066,0.0
294067,0.0
294068,60.0
294069,2.0
294070,0.0
294071,0.0
294072,0.0
294073,0.0
294074,2.0
294075,26.0
294076,0.0
294077,0.0
294078,0.0
294079,0.0
294080,0.0
294081,0.0
294082,0.0
294083,56.0
294084,25.0
294085,2.0
294086,0.0
294087,0.0
294088,0.0
294089,0.0
294090,0.0
294091,0.0
294092,0.0
294093,0.0
294094,0.0
294095,6.0
294096,7.0
294097,0.0
294098,35.0
294099,0.0
294100,0.0
294101,0.0
294102,0.0
294103,0.0
294104,0.0
294105,0.0
294106,0.0
294107,0.0
294108,0.0
294109,0.0
294110,12.0
294111,32.0
294112,0.0
294113,0.0
294114,0.0
294115,0.0
294116,0.0
294117,0.0
294118,1.0
294119,67.0
294120,2.0
294121,0.0
294122,0.0
294123,7.0
294124,0.0
294125,0.0
294126,0.0
294127,54.0
294128,26.0
294129,0.0
294130,0.0
294131,19.0
294132,0.0
294133,1.0
294134,69.0
294135,0.0
294136,38.0
294137,9.0
294138,0.0
294139,0.0
294140,6.0
294141,130.0
294142,2.0
294143,0.0
294144,0.0
294145,0.0
294146,0.0
294147,0.0
294148,2.0
294149,0.0
294150,0.0
294151,0.0
294152,23.0
294153,9.0
294154,0.0
294155,0.0
294156,0.0
294157,23.0
294158,0.0
294159,23.0
294160,17.0
294161,0.0
294162,0.0
294163,0.0
294164,0.0
294165,11.0
294166,0.0
294167,0.0
294168,0.0
294169,0.0
294170,27.0
294171,2.0
294172,0.0
294173,0.0
294174,36.0
294175,0.0
294176,0.0
294177,0.0
294178,0.0
294179,0.0
294180,78.0
294181,130.0
294182,4.0
294183,0.0
294184,0.0
294185,0.0
294186,10.0
294187,52.0
294188,0.0
294189,0.0
294190,27.0
294191,0.0
294192,0.0
294193,0.0
294194,0.0
294195,30.0
294196,0.0
294197,0.0
294198,0.0
294199,5.0
294200,21.0
294201,0.0
294202,0.0
294203,0.0
294204,1.0
294205,0.0
294206,0.0
294207,0.0
294208,0.0
294209,0.0
294210,0.0
294211,74.0
294212,0.0
294213,9.0
294214,0.0
294215,0.0
294216,0.0
294217,0.0
294218,0.0
294219,0.0
294220,0.0
294221,25.0
294222,74.0
294223,0.0
294224,0.0
294225,0.0
294226,0.0
294227,0.0
294228,0.0
294229,0.0
294230,5.0
294231,0.0
294232,0.0
294233,0.0
294234,0.0
294235,0.0
294236,0.0
294237,0.0
294238,0.0
294239,45.0
294240,116.0
294241,3.0
294242,0.0
294243,0.0
294244,0.0
294245,0.0
294246,6.0
294247,0.0
294248,34.0
294249,2.0
294250,0.0
294251,0.0
294252,0.0
294253,0.0
294254,0.0
294255,0.0
294256,1.0
294257,7.0
294258,1.0
294259,0.0
294260,0.0
294261,9.0
294262,0.0
294263,0.0
294264,9.0
294265,33.0
294266,0.0
294267,0.0
294268,0.0
294269,0.0
294270,0.0
294271,0.0
294272,0.0
294273,0.0
294274,14.0
294275,45.0
294276,6.0
294277,12.0
294278,5.0
294279,0.0
294280,0.0
294281,0.0
294282,0.0
294283,48.0
294284,0.0
294285,15.0
294286,0.0
294287,0.0
294288,41.0
294289,5.0
294290,0.0
294291,0.0
294292,0.0
294293,2.0
294294,0.0
294295,0.0
294296,0.0
294297,0.0
294298,0.0
294299,0.0
294300,65.0
294301,45.0
294302,31.0
294303,2.0
294304,0.0
294305,0.0
294306,0.0
294307,0.0
294308,0.0
294309,0.0
294310,0.0
294311,90.0
294312,0.0
294313,0.0
294314,0.0
294315,0.0
294316,0.0
294317,0.0
294318,31.0
294319,13.0
294320,2.0
294321,80.0
294322,85.0
294323,0.0
294324,0.0
294325,7.0
294326,0.0
294327,86.0
294328,0.0
294329,71.0
294330,0.0
294331,0.0
294332,0.0
294333,0.0
294334,0.0
294335,0.0
294336,161.0
294337,213.0
294338,2.0
294339,0.0
294340,0.0
294341,0.0
294342,0.0
294343,191.0
294344,151.0
294345,3.0
294346,0.0
294347,9.0
294348,4.0
294349,0.0
294350,0.0
294351,19.0
294352,0.0
294353,0.0
294354,0.0
294355,0.0
294356,31.0
294357,19.0
294358,0.0
294359,0.0
294360,0.0
294361,0.0
294362,0.0
294363,107.0
294364,0.0
294365,0.0
294366,129.0
294367,1.0
294368,40.0
294369,0.0
294370,0.0
294371,0.0
294372,0.0
294373,0.0
294374,0.0
294375,4.0
294376,0.0
294377,5.0
294378,33.0
294379,0.0
294380,12.0
294381,0.0
294382,0.0
294383,1.0
294384,0.0
294385,0.0
294386,0.0
294387,2.0
294388,0.0
294389,95.0
294390,0.0
294391,0.0
294392,0.0
294393,145.0
294394,0.0
294395,0.0
294396,0.0
294397,0.0
294398,21.0
294399,31.0
294400,0.0
294401,0.0
294402,0.0
294403,0.0
294404,0.0
294405,14.0
294406,32.0
294407,0.0
294408,0.0
294409,0.0
294410,0.0
294411,0.0
294412,0.0
294413,28.0
294414,9.0
294415,0.0
294416,0.0
294417,0.0
294418,0.0
294419,97.0
294420,0.0
294421,0.0
294422,1.0
294423,0.0
294424,0.0
294425,7.0
294426,9.0
294427,92.0
294428,0.0
294429,10.0
294430,30.0
294431,0.0
294432,0.0
294433,0.0
294434,0.0
294435,5.0
294436,15.0
294437,0.0
294438,9.0
294439,0.0
294440,0.0
294441,0.0
294442,0.0
294443,0.0
294444,0.0
294445,0.0
294446,0.0
294447,0.0
294448,0.0
294449,0.0
294450,0.0
294451,0.0
294452,26.0
294453,0.0
294454,73.0
294455,0.0
294456,0.0
294457,0.0
294458,0.0
294459,72.0
294460,25.0
294461,0.0
294462,10.0
294463,1.0
294464,0.0
294465,0.0
294466,15.0
294467,0.0
294468,0.0
294469,0.0
294470,0.0
294471,0.0
294472,0.0
294473,1.0
294474,0.0
294475,0.0
294476,0.0
294477,5.0
294478,0.0
294479,0.0
294480,0.0
294481,15.0
294482,0.0
294483,105.0
294484,15.0
294485,0.0
294486,0.0
294487,15.0
294489,0.0
294490,0.0
294491,0.0
294492,0.0
294493,23.0
294494,0.0
294495,5.0
294496,39.0
294497,11.0
294498,0.0
294499,0.0
294500,25.0
294501,16.0
294502,0.0
294503,84.0
294504,0.0
294505,2.0
294506,22.0
294507,26.0
294508,0.0
294509,13.0
294510,44.0
294511,0.0
294512,0.0
294513,0.0
294514,13.0
294515,77.0
294516,65.0
294517,3.0
294518,0.0
294519,0.0
294520,6.0
294521,183.0
294522,17.0
294523,0.0
294524,10.0
294525,0.0
294526,0.0
294527,2.0
294528,30.0
294529,0.0
294530,0.0
294531,30.0
294532,20.0
294533,0.0
294534,0.0
294535,0.0
294536,0.0
294537,90.0
294538,1.0
294539,0.0
294540,0.0
294541,2.0
294542,0.0
294543,0.0
294544,0.0
294545,0.0
294546,0.0
294547,0.0
294548,0.0
294549,0.0
294550,0.0
294551,41.0
294552,0.0
294553,0.0
294554,0.0
294555,9.0
294556,0.0
294557,0.0
294558,0.0
294559,0.0
294560,0.0
294561,0.0
294562,0.0
294563,0.0
294564,0.0
294565,0.0
294566,0.0
294567,0.0
294568,0.0
294569,0.0
294570,2.0
294571,0.0
294572,36.0
294573,13.0
294574,0.0
294575,0.0
294576,0.0
294577,0.0
294578,0.0
294579,0.0
294580,0.0
294581,48.0
294582,141.0
294583,0.0
294584,0.0
294585,0.0
294586,0.0
294587,392.0
294588,5.0
294589,0.0
294590,0.0
294591,7.0
294592,0.0
294593,17.0
294594,45.0
294595,0.0
294596,0.0
294597,32.0
294598,2.0
294599,119.0
294600,0.0
294601,0.0
294602,0.0
294603,63.0
294604,90.0
294605,0.0
294606,0.0
294607,88.0
294608,7.0
294609,0.0
294610,10.0
294611,0.0
294612,0.0
294613,0.0
294614,1.0
294615,0.0
294616,0.0
294617,0.0
294618,0.0
294619,3.0
294620,14.0
294621,0.0
294622,0.0
294623,0.0
294624,0.0
294625,0.0
294626,0.0
294627,0.0
294628,0.0
294629,0.0
294630,0.0
294631,0.0
294632,0.0
294633,30.0
294634,0.0
294635,0.0
294636,94.0
294637,0.0
294638,0.0
294639,0.0
294640,0.0
294641,139.0
294642,5.0
294643,0.0
294644,0.0
294645,0.0
294646,0.0
294647,0.0
294648,0.0
294649,0.0
294650,0.0
294651,1.0
294652,0.0
294653,0.0
294654,21.0
294655,0.0
294656,0.0
294657,0.0
294658,0.0
294659,26.0
294660,5.0
294661,0.0
294662,0.0
294663,0.0
294664,0.0
294665,0.0
294666,0.0
294667,0.0
294668,0.0
294669,0.0
294670,2.0
294671,0.0
294672,0.0
294673,0.0
294674,0.0
294675,1.0
294676,0.0
294677,0.0
294678,0.0
294679,0.0
294680,10.0
294681,0.0
294682,0.0
294683,0.0
294684,55.0
294685,0.0
294686,0.0
294687,0.0
294688,0.0
294689,2.0
294690,0.0
294691,0.0
294692,0.0
294693,0.0
294694,55.0
294695,0.0
294696,0.0
294697,0.0
294698,0.0
294699,0.0
294700,0.0
294701,0.0
294702,0.0
294703,0.0
294704,6.0
294705,0.0
294706,0.0
294707,0.0
294708,0.0
294709,0.0
294710,0.0
294711,0.0
294712,0.0
294713,0.0
294714,0.0
294715,15.0
294716,0.0
294717,0.0
294718,0.0
294719,4.0
294720,0.0
294721,0.0
294722,0.0
294723,230.0
294724,0.0
294725,0.0
294726,0.0
294727,0.0
294728,0.0
294729,52.0
294730,44.0
294731,4.0
294732,0.0
294734,0.0
294735,42.0
294736,16.0
294737,1.0
294738,0.0
294739,25.0
294740,0.0
294741,0.0
294742,0.0
294743,0.0
294744,0.0
294745,0.0
294746,0.0
294747,4.0
294748,19.0
294749,8.0
294750,0.0
294751,0.0
294752,0.0
294753,82.0
294754,38.0
294755,0.0
294756,0.0
294757,0.0
294758,0.0
294759,0.0
294760,20.0
294761,0.0
294762,0.0
294763,0.0
294764,10.0
294765,0.0
294766,0.0
294767,0.0
294768,3.0
294769,14.0
294770,0.0
294771,0.0
294772,13.0
294773,0.0
294774,0.0
294775,0.0
294776,0.0
294777,0.0
294778,0.0
294779,0.0
294780,0.0
294781,0.0
294782,0.0
294783,0.0
294784,0.0
294785,50.0
294786,4.0
294787,0.0
294788,0.0
294789,0.0
294790,0.0
294791,0.0
294792,0.0
294793,0.0
294794,80.0
294795,133.0
294796,0.0
294797,0.0
294798,0.0
294799,0.0
294800,0.0
294801,0.0
294802,0.0
294803,0.0
294804,0.0
294805,0.0
294806,63.0
294807,0.0
294808,0.0
294809,0.0
294810,0.0
294811,0.0
294812,0.0
294813,0.0
294814,0.0
294815,0.0
294816,0.0
294817,1.0
294818,0.0
294819,0.0
294820,0.0
294821,0.0
294822,0.0
294823,0.0
294824,0.0
294825,77.0
294826,63.0
294827,0.0
294828,116.0
294829,12.0
294830,0.0
294831,0.0
294832,3.0
294833,0.0
294834,0.0
294835,0.0
294836,0.0
294837,0.0
294838,0.0
294839,78.0
294840,1.0
294841,0.0
294842,0.0
294843,16.0
294844,5.0
294845,1.0
294846,0.0
294847,0.0
294848,2.0
294849,27.0
294850,5.0
294851,2.0
294852,0.0
294853,0.0
294854,108.0
294855,1.0
294856,126.0
294857,35.0
294858,0.0
294859,30.0
294860,14.0
294861,3.0
294862,0.0
294863,0.0
294864,0.0
294865,0.0
294866,0.0
294867,33.0
294868,0.0
294869,0.0
294870,0.0
294871,25.0
294872,3.0
294873,7.0
294874,105.0
294875,20.0
294876,6.0
294877,0.0
294878,10.0
294879,29.0
294880,0.0
294881,0.0
294882,0.0
294883,4.0
294884,0.0
294885,0.0
294886,0.0
294887,9.0
294888,0.0
294889,0.0
294890,0.0
294891,6.0
294892,63.0
294893,170.0
294894,0.0
294895,0.0
294896,0.0
294897,0.0
294898,0.0
294899,13.0
294900,0.0
294901,0.0
294902,0.0
294903,31.0
294904,0.0
294905,0.0
294906,0.0
294907,0.0
294908,203.0
294909,30.0
294910,19.0
294911,0.0
294912,0.0
294913,0.0
294914,0.0
294915,0.0
294916,0.0
294917,0.0
294918,0.0
294919,0.0
294920,2.0
294921,0.0
294922,9.0
294923,117.0
294924,5.0
294925,0.0
294926,0.0
294927,0.0
294928,0.0
294929,0.0
294930,13.0
294931,31.0
294932,1.0
294933,25.0
294934,0.0
294935,0.0
294936,294.0
294937,68.0
294938,0.0
294939,0.0
294940,0.0
294941,0.0
294942,9.0
294943,10.0
294944,0.0
294945,0.0
294949,6.0
294954,6.0
294956,8.0
294957,0.0
294960,6.0
294961,6.0
294977,0.0
294978,52.0
294979,1.0
294980,0.0
294981,0.0
294982,0.0
294983,0.0
294984,0.0
294985,0.0
294986,0.0
294987,0.0
294988,0.0
294989,0.0
294990,170.0
294991,6.0
294992,0.0
294993,0.0
294994,0.0
294995,0.0
294996,4.0
294997,0.0
294998,29.0
294999,3.0
295000,0.0
295001,25.0
295002,0.0
295003,0.0
295004,0.0
295005,0.0
295006,5.0
295007,0.0
295008,0.0
295009,0.0
295010,0.0
295011,0.0
295012,0.0
295013,0.0
295014,0.0
295015,0.0
295016,0.0
295017,0.0
295018,0.0
295019,0.0
295020,0.0
295021,0.0
295022,0.0
295023,0.0
295024,0.0
295025,0.0
295026,0.0
295027,0.0
295028,0.0
295029,0.0
295030,0.0
295031,0.0
295032,0.0
295033,0.0
295034,0.0
295035,90.0
295036,70.0
295037,45.0
295038,0.0
295039,0.0
295040,0.0
295041,1.0
295042,0.0
295043,0.0
295044,0.0
295045,10.0
295046,53.0
295047,0.0
295048,0.0
295049,275.0
295050,0.0
295051,0.0
295052,0.0
295053,0.0
295054,0.0
295055,0.0
295056,0.0
295057,0.0
295058,0.0
295059,0.0
295060,27.0
295061,4.0
295062,107.0
295063,0.0
295064,0.0
295065,1.0
295066,1.0
295067,0.0
295068,0.0
295069,0.0
295070,0.0
295071,0.0
295072,2.0
295073,10.0
295074,0.0
295075,19.0
295076,0.0
295077,0.0
295078,20.0
295079,0.0
295080,0.0
295081,0.0
295082,0.0
295083,64.0
295084,0.0
295085,0.0
295086,0.0
295087,0.0
295088,0.0
295089,0.0
295090,70.0
295091,20.0
295092,0.0
295093,72.0
295094,53.0
295095,0.0
295096,0.0
295097,0.0
295098,0.0
295099,0.0
295100,100.0
295101,14.0
295102,0.0
295103,0.0
295104,0.0
295105,12.0
295106,0.0
295107,1.0
295108,0.0
295109,0.0
295110,2.0
295111,160.0
295112,7.0
295113,0.0
295114,0.0
295115,5.0
295116,82.0
295117,0.0
295118,0.0
295119,133.0
295120,5.0
295121,0.0
295122,12.0
295123,38.0
295124,0.0
295125,0.0
295126,0.0
295127,0.0
295128,0.0
295129,0.0
295130,0.0
295131,0.0
295132,0.0
295133,10.0
295134,11.0
295135,0.0
295136,0.0
295137,4.0
295138,0.0
295139,0.0
295140,0.0
295141,24.0
295142,5.0
295143,87.0
295144,0.0
295145,0.0
295146,13.0
295147,0.0
295148,0.0
295149,0.0
295150,0.0
295151,9.0
295152,0.0
295153,0.0
295154,0.0
295155,0.0
295156,0.0
295157,36.0
295158,0.0
295159,51.0
295160,12.0
295161,0.0
295162,0.0
295163,0.0
295164,37.0
295165,20.0
295166,0.0
295167,96.0
295168,10.0
295169,10.0
295170,0.0
295171,0.0
295172,0.0
295173,20.0
295174,12.0
295175,0.0
295176,1.0
295177,15.0
295178,63.0
295179,0.0
295180,0.0
295181,3.0
295182,0.0
295183,0.0
295184,52.0
295185,5.0
295186,0.0
295187,0.0
295188,0.0
295189,82.0
295190,59.0
295191,0.0
295192,0.0
295193,0.0
295194,51.0
295195,0.0
295196,0.0
295197,0.0
295198,0.0
295199,5.0
295200,68.0
295201,0.0
295202,21.0
295203,55.0
295204,0.0
295205,0.0
295206,0.0
295207,0.0
295208,3.0
295209,1.0
295210,0.0
295211,0.0
295212,0.0
295213,0.0
295214,0.0
295215,0.0
295216,0.0
295217,0.0
295218,0.0
295219,24.0
295221,10.0
295222,19.0
295223,16.0
295224,72.0
295225,0.0
295226,3.0
295227,28.0
295228,69.0
295229,40.0
295230,1.0
295231,7.0
295232,139.0
295233,150.0
295234,2.0
295235,2.0
295236,2.0
295237,77.0
295239,50.0
295240,4.0
295242,6.0
295243,6.0
295250,0.0
295251,0.0
295252,0.0
295253,0.0
295254,40.0
295255,0.0
295256,18.0
295257,20.0
295258,17.0
295259,0.0
295260,0.0
295261,0.0
295262,70.0
295263,0.0
295264,0.0
295265,0.0
295266,0.0
295267,0.0
295268,77.0
295269,0.0
295270,0.0
295271,0.0
295272,18.0
295273,53.0
295274,13.0
295275,0.0
295276,0.0
295277,0.0
295278,0.0
295279,0.0
295280,34.0
295281,5.0
295282,0.0
295283,0.0
295284,35.0
295285,136.0
295286,8.0
295287,0.0
295288,0.0
295289,0.0
295290,0.0
295291,0.0
295292,54.0
295293,56.0
295294,0.0
295295,0.0
295296,0.0
295297,0.0
295298,0.0
295299,0.0
295300,0.0
295301,1.0
295302,3.0
295303,75.0
295304,0.0
295305,0.0
295306,3.0
295307,110.0
295308,0.0
295309,0.0
295310,0.0
295311,1.0
295312,0.0
295313,0.0
295314,0.0
295315,1.0
295316,5.0
295317,5.0
295318,0.0
295319,0.0
295320,0.0
295321,0.0
295322,360.0
295323,1.0
295324,1.0
295325,0.0
295326,0.0
295327,0.0
295328,43.0
295329,0.0
295330,0.0
295331,0.0
295332,0.0
295333,0.0
295334,0.0
295335,0.0
295336,0.0
295337,0.0
295338,0.0
295339,0.0
295340,0.0
295341,40.0
295342,0.0
295343,0.0
295344,0.0
295345,5.0
295346,0.0
295347,0.0
295348,0.0
295349,0.0
295350,0.0
295351,1.0
295352,10.0
295353,0.0
295354,0.0
295355,0.0
295356,0.0
295357,0.0
295358,0.0
295359,19.0
295360,40.0
295361,95.0
295362,0.0
295363,0.0
295364,0.0
295365,0.0
295366,0.0
295367,0.0
295368,0.0
295369,0.0
295370,0.0
295371,3.0
295372,34.0
295373,0.0
295374,0.0
295375,0.0
295376,0.0
295377,0.0
295378,0.0
295379,30.0
295380,12.0
295381,0.0
295382,0.0
295383,72.0
295384,0.0
295385,4.0
295386,0.0
295387,0.0
295388,0.0
295389,8.0
295390,0.0
295391,0.0
295392,5.0
295393,0.0
295394,0.0
295395,212.0
295396,221.0
295397,25.0
295398,0.0
295399,0.0
295400,0.0
295401,0.0
295402,0.0
295403,0.0
295404,0.0
295405,0.0
295406,60.0
295407,3.0
295408,1.0
295409,20.0
295410,0.0
295411,0.0
295412,30.0
295413,122.0
295414,0.0
295415,21.0
295416,1.0
295417,0.0
295418,0.0
295419,9.0
295420,0.0
295421,0.0
295422,135.0
295423,4.0
295424,8.0
295425,33.0
295426,5.0
